,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
102,102,cottonseed flour low fat,94,0.4,0.082,0.046,0.2,10.2,0,14.1,0,0,0.022,2,0,0.6,0.016,0,0.1,1.1,0.1,0.2,0.7,0,0,0,134.1,0.3,3.6,202.6,0.6,449.1,498.4,0,3.3,163.1
103,103,sunflower seed flour,13,0.013,0.036,0.059,0.077,1.4,0,1.9,0.2,0,0.073,0.3,0,0.1,0.020,0,0.006,0.3,0.3,0.022,0.003,0,0,0,4.6,0.081,0.3,13.8,0.011,27.6,2.7,0.047,0.2,8.557
104,104,sesame meal,160,13.6,1.9,5.1,6,7.4,0,4.8,0,0,0.073,1.4,0,0.7,0.010,0,0.094,3.6,0.8,0.081,0,0,0,0,43.3,0.4,4.1,97.9,0.4,219,114.9,0,2.9,73.2
105,105,acorn flour,626,37.7,4.9,23.9,7.3,68.3,0,9.4,0,0,0,7.5,0,0.2,0.1,0,0.2,3,1.2,0.9,0,0,0,0,53.8,0.8,1.5,137.5,2.2,128.8,890,0,0.8,170.7
106,106,rice flour white,578,2.2,0.6,0.7,0.6,126.6,0.2,9.4,3.8,0,0,18.8,0,0.2,0.058,0,0.014,4.1,1.3,0.7,0,0,0.2,0,15.8,0.2,0.6,55.3,1.9,154.8,120.1,0.062,1.3,158.4
107,107,sesame flour low fat,94,0.5,0.011,0.2,0.2,10,0,14.2,0,0,0.072,2,0,0.7,0.073,0,0.092,3.5,0.8,0.020,0,0,0,0,42.2,0.4,4,95.7,0.4,214.2,112.4,0,2.8,70.9
108,108,potato flour,571,0.5,0.1,0.063,0.2,133,5.6,11,9.4,0,0.042,10.4,0,0,0.4,0.043,0,0.060,5.6,0.8,1.2,6.1,0,0.4,0,104,0.3,2.2,104,0.5,268.8,1601.60,0.031,155.4
109,109,cornmeal yellow,581,2.7,0.3,0.5,1,124.7,2.5,11.2,6.1,0,0.011,17.6,0,0.2,0.072,0,0.085,1.6,0.4,0.3,0,0,0.2,0,4.7,0.1,1.7,50.2,0.3,155.4,222.9,0.069,1,151.1
110,110,rye flour,364,1.4,0.2,0.2,0.6,78.2,0.9,10,8.2,0,0.061,11.6,0,0.3,0.047,0,0.068,0.8,0.7,0.2,0,0,0.8,0.079,13.3,0.2,0.9,32.6,1.2,132.6,228.5,0.070,1.4,112.0
111,111,arrowroot flour,457,0.1,0.019,0.088,0.036,112.8,0,0.4,4.4,0,0.002,14.6,0,0.013,0.043,0,0,0,0.2,0.032,0,0,0,0,51.2,0.045,0.4,3.8,0.6,6.4,14.1,0,0.067,169.3
112,112,chickpea flour,356,6.2,0.6,1.4,2.7,53.2,10,20.6,9.9,0,0.050,9.5,0,0.4,0.4,0,0.037,1.6,0.6,0.5,0,0,0.8,0.003,41.4,0.8,4.5,152.7,1.5,292.6,778.3,0.079,2.6,135.8
113,113,wheat flour,455,1.2,0.2,0.1,0.5,95.4,0.3,12.9,3.4,0,0.061,14.9,0,1,0.2,0,0.6,7.4,0.5,0.001,0,0,0.095,0.051,18.8,0.2,5.8,27.5,0.9,135,133.8,0.023,0.9,137.5
114,114,cornstarch,488,0.030,0.077,0.046,0.012,116.8,0,0.3,1.2,0,0.093,10.6,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.097,0.6,3.8,0.028,16.6,3.8,0.096,0.081,121.535
115,115,carob flour,13,0.061,0.041,0.088,0.052,5.3,2.9,0.3,2.4,0,0.033,0.2,0,0.090,0.007,0,0.079,0.1,0.038,0.029,0.088,0,0.046,0,20.9,0.088,0.2,3.2,0.019,4.7,49.6,0.087,0.087,29.18
116,116,buckwheat flour,402,3.7,0.8,1.1,1.1,84.7,3.1,15.1,12,0,0.033,13.4,0,0.5,0.035,0,0.2,7.4,0.5,0.7,0,0,0.4,0.044,49.2,0.6,4.9,301.2,2.4,404.4,692.4,0.040,3.7,169.6
216,216,wheat germ toasted,115,3.2,0.5,0.5,2,14.9,2.3,8.7,4.5,0,0.060,1.7,0,0.5,0.1,0,0.2,1.7,0.4,0.3,1.8,0,4.8,0.098,13.5,0.2,2.7,96,6,343.8,284.1,0.047,5,49.3
221,221,barley raw,42,0.1,0.041,0.096,0.038,9.3,0.094,1.2,1.9,0,0.016,1.2,0,0.017,0.002,0,0.096,0.6,0.035,0.034,0,0,0.052,0.061,3.5,0.059,0.3,9.5,0.2,26.5,33.6,0.019,0.3,16.3
224,224,rice bran,373,24.6,4.9,8.9,8.8,58.6,1.1,15.8,24.8,0,0.036,7.2,0,3.2,0.028,0,0.3,40.1,8.7,4.8,0,0,5.8,0.051,67.3,0.9,21.9,921.6,16.8,1978.90,1752.30,0.018,7.1,213.0
226,226,quinoa cooked,222,3.6,0.4,1,2,39.4,1.6,8.1,5.2,0,0.026,132.5,0,0.2,0.084,0,0.2,0.8,0,0.2,0,0,1.2,0,31.5,0.4,2.8,118.4,1.2,281.2,318.2,0.058,2,90.6
229,229,couscous dry,650,1.1,0.2,0.2,0.4,134,0,22.1,8.7,0,0.031,14.8,0,0.3,0.059,0,0.1,6,2.2,0.2,0,0,0,0,41.5,0.4,1.9,76.1,1.3,294.1,287.2,0,1.4,209.3
231,231,oat bran cooked,88,1.9,0.4,0.6,0.7,25.1,0,7,5.7,0,0.082,184,0,0.4,0.022,0,0.017,0.3,0.5,0.073,0,0,0,0,21.9,0.1,1.9,87.6,2.1,260.6,201.5,0.023,1.2,63.5
232,232,buckwheat cooked,155,1,0.2,0.3,0.3,33.5,1.5,5.7,4.5,0,0.053,127.1,0,0.079,0.066,0,0.087,1.6,0.6,0.1,0,0,0.2,0.031,11.8,0.2,1.3,85.7,0.7,117.6,147.8,0.044,1,57.8
234,234,oat bran raw,23,0.5,0.077,0.2,0.2,4.9,0.1,1.3,1.2,0,0.036,32.4,0,0.5,0.091,0,0.060,0.084,0.017,0,0,5.6,0.044,0.4,18,51.6,40,0.2,0.0,0.0,0.0,0.0,0.0,65.9
237,237,wheat bran,125,2.5,0.4,0.4,1.3,37.4,0.2,9,24.8,0,0.015,5.7,0,0.3,0.005,0,0.3,7.9,1.3,0.8,0,0,0.9,0.010,42.3,0.6,6.1,354.4,6.7,587.5,685.6,0.066,4.2,122.1
240,240,couscous cooked,176,0.3,0.091,0.063,0.1,36.5,0.2,6,2.2,0,0.054,113.9,0,0.026,0.087,0,0.092,1.5,0.6,0.058,0,0,0.2,0.046,12.6,0.065,0.6,12.6,0.1,34.5,91.1,0.010,0.4,58.2
246,246,millet raw,756,8.4,1.4,1.5,4.3,145.7,0,22,17,0,0.013,17.3,0,0.8,0.2,0,0.6,9.4,1.7,0.8,0,0,0.1,0.027,16,1.5,6,228,3.3,570,390,0.000,3.4,215.1
248,248,whole wheat cooked,150,1,0.1,0.1,0.5,33.2,0.2,4.8,3.9,0,0.6,202.3,0,0.2,0.085,0,0.1,2.2,0.4,0.2,0,0,0.6,0.056,16.9,0.2,1.5,53.2,1.4,167,171.8,0.025,1.2,61.3
249,249,wheat sprouted,214,1.4,0.2,0.2,0.6,45.9,0,8.1,1.2,0,0.026,51.6,0,0.2,0.023,0,0.2,3.3,1,0.3,2.8,0,0,0,30.2,0.3,2.3,88.6,2,216,182.5,0.004,1.8,91.9
250,250,whole wheat dry,96,0.6,0.031,0.095,0.3,21.1,0.1,3.1,2.7,0,0.036,2.8,0,0.1,0.053,0,0.087,1.4,0.3,0.1,0,0,0.4,0.092,11.2,0.1,0.9,34.2,0.9,106.1,108.9,0.031,0.7,39.6
254,254,wheat germ,112,3,0.5,0.4,1.9,16.1,0,7.2,4.1,0,0.037,3.4,0,0.6,0.087,0,0.2,2.1,0.7,0.4,0,0,0,0,12.1,0.2,1.9,74.1,4.1,261,276.5,0.056,3.8,44.4
256,256,millet cooked,207,1.7,0.3,0.3,0.9,41.2,0.2,6.1,2.3,0,0.046,124.3,0,0.2,0.088,0,0.1,2.3,0.3,0.2,0,0,0.019,0.021,5.2,0.3,1.1,76.6,0.5,174,107.9,0.094,1.6,57.6
258,258,wheat durum,651,4.7,0.9,0.7,1.9,136.6,0,26.3,0,0,0.032,21,0,0.8,0.054,0,0.2,12.9,1.8,0.8,0,0,0,0,65.3,1.1,6.8,276.5,5.8,975.4,827.5,0.2,8,239.7
259,259,sorghum,651,6.3,0.9,1.9,2.6,143.3,0,21.7,12.1,0,0.045,17.7,0,0.5,0,0,0.3,5.6,0,0,0,0,0,0,53.8,0,8.4,0,0,551,672,0,0,245.6
260,260,white wheat,657,3.3,0.5,0.4,1.4,145.7,0.8,21.7,23.4,0,0.094,18.4,0,0.7,0.058,0,0.2,8.4,1.8,0.7,0,0,1.9,0.089,61.4,0.7,8.8,178.6,7.3,681.6,829.4,0,6.4,264.3
261,261,rye,571,2.8,0.3,0.4,1.3,128.2,1.7,17.5,25.5,0,0.078,17.9,0,0.5,0.036,0,0.4,7.2,2.5,0.5,0,0,1.4,0.092,40.6,0.6,4.4,185.9,4.4,561.1,861.9,0.032,4.5,219.0
262,262,spelt raw,588,4.2,0.7,0.8,2.2,122.1,11.9,25.4,18.6,0,0.076,19.2,0,0.6,0.056,0,0.2,11.9,1.9,0.4,0,0,1.4,0.037,47,0.9,7.7,236.6,5.2,697.7,675.1,0.051,5.7,225.0
263,263,buckwheat raw,41,0.4,0.007,0.1,0.1,8.6,0,1.6,1.2,0,0.054,1.2,0,0.054,0.030,0,0.015,0.8,0.1,0.005,0,0,0,0,2.2,0.1,0.3,27.7,0.2,41.6,55.2,0.094,0.3,14.3
265,265,barley cooked,193,0.7,0.1,0.039,0.3,44.3,0.4,3.5,6,0,0.064,108,0,0.1,0.008,0,0.037,3.2,0.2,0.2,0,0,0.098,0.057,17.3,0.2,2.1,34.5,0.4,84.8,146,0.073,1.3,73.9
266,266,oats,39,0.7,0.1,0.2,0.3,6.6,0,1.7,1.1,0,0.074,0.8,0,0.010,0.085,0,0.026,0.016,0.1,0.032,0,0,0,0,5.4,0.006,0.5,17.7,0.5,52.3,42.9,0,0.4,16.0
267,267,amaranth raw,37,0.7,0.1,0.2,0.3,6.5,0.2,1.4,0.7,0,0.077,1.1,0,0.084,0.065,0,0.004,0.073,0.1,0.024,0.4,0,0.1,0,15.9,0.048,0.8,24.8,0.3,55.7,50.8,0.050,0.3,26.4
269,269,quinoa dry,221,3.6,0.4,1,2,38.5,0,8.5,4.2,0,0.026,8,0,0.2,0.1,0,0.2,0.9,0.5,0.3,0,0,1.5,0,28.2,0.4,2.7,118.2,1.2,274.2,337.8,0.056,1.9,85.7
270,270,wheat shredded,155,1,0.2,0.2,0.6,36.2,0.4,5.2,5.5,0,0.086,2.8,0,0.1,0.002,0,0.010,2.4,0.1,0.5,4.6,0,0,0.041,23,0.2,1.4,61.2,1.2,170.2,173,0.060,1.4,76.9
271,271,cattail,5,0,0,0,0,1,0.074,0.2,0.9,0,0.031,17.6,0,0.075,0.005,0,0.054,0.082,0.089,0.012,0.1,0,0,0.021,10.3,0.030,0.2,12,0.1,8.6,58.7,0.091,0.064,12.7
285,285,brown rice raw,685,5.4,1.1,2,1.9,142.9,1.6,14.7,6.5,0,0.086,19.2,0,0.7,0.014,0,0.2,9.4,2.8,0.9,0,0,2.2,0.024,42.6,0.5,2.7,264.6,6.9,616.1,412.6,0.038,3.7,214.8
286,286,rice pilaf cooked,352,8.8,1.8,3.7,3,61.1,0.6,7,1.4,0,1,158.2,0.055,0.4,0,0,0.012,4.4,0.6,0.3,0,0,0.6,0,69,0.1,2,26.2,0.7,114.2,164.2,0.049,0.9,149.399
288,288,wild rice cooked,166,0.6,0.078,0.030,0.3,35,1.2,6.5,3,0,0.008,121.2,0,0.044,0.051,0,0.1,2.1,0.3,0.2,0,0,0.4,0.047,4.9,0.2,1,52.5,0.5,134.5,165.6,0.016,2.2,51.0
289,289,wild rice raw,571,1.7,0.2,0.3,1.1,119.8,4,23.6,9.9,0,0.051,12.4,0,0.2,0.2,0,0.4,10.8,1.7,0.6,0,0,1.3,0.004,33.6,0.8,3.1,283.2,2.1,692.8,683.2,0.025,9.5,191.7
291,291,white rice pasta cooked,246,5.7,1.1,2.3,1.9,43.3,0,5.1,5.1,2,1.1,144.9,0,0.2,0.074,0.000,0.2,3.6,0.6,0.2,0.4,0,0,0,16.2,0.048,1.9,24.2,0.4,74.7,84.8,0,0.6,77.7
295,295,parboiled white rice raw,692,1.9,0.5,0.5,0.6,149.6,0.6,13.9,3.3,0,0.055,18.2,0,1.1,0.5,0,0.054,9.3,1.2,0.8,0,0,0.088,0.078,131.4,0.5,6.2,50,1.9,283.1,321.9,0.038,1.9,306.3
297,297,rice pilaf raw,732,2.8,0,0,0,155.7,3.1,21.3,2.4,0,2.7,16.4,0.088,1.2,0,0,0.2,12.5,1.5,0.8,0,0,0.066,0,169.3,0.3,5,65.3,1.8,314.2,383.5,0.037,2.1,356.56
299,299,parboiled white rice cooked,194,0.6,0.1,0.1,0.1,41.2,0.2,4.6,1.4,0,0.088,111.2,0,0.3,0.1,0,0.098,3.6,0.5,0.2,0,0,0.074,0,30,0.1,2.9,14.2,0.6,86.9,88.5,0.055,0.6,80.7
300,300,white rice steamed,199,0.4,0,0,0,44.7,0,4.2,1.2,0,0.009,82.5,0,0.031,0.010,0,0.012,0.7,0,0.006,0,0,0,0,6.6,0.027,0.5,6.6,0.6,43.6,26.4,0,0.9,57.6
301,301,brown rice cake,35,0.3,0.062,0.083,0.005,7.3,0.047,0.7,0.4,0,0.024,0.5,0,0.013,0.025,0,0.079,0.7,0.012,0.071,0,0,0.1,0.096,1,0.080,0.1,11.8,0.3,32.4,26.1,0.099,0.3,9.8
302,302,glutinous white rice raw,685,1,0.2,0.4,0.4,151.1,0,12.6,5.2,0,0.015,19.4,0,0.3,0.017,0,0.1,4,1.5,0.2,0,0,0,0,20.4,0.3,3,42.6,1.8,131.4,142.5,0.038,2.2,193.3
303,303,white rice pasta raw,600,4,0.7,1,1.6,122.8,0,15.3,0,3.3,3,11.6,0,1.2,0.3,0.007,0.4,11.4,1.1,0.2,1,0,0,0,75,0.4,6.5,65.2,1.7,257.5,340.7,0.099,2,224.6
304,304,glutinous white rice cooked,169,0.3,0.056,0.1,0.1,36.7,0.078,3.5,1.7,0,0.027,133.3,0,0.010,0.012,0,0.025,0.5,0.4,0.033,0,0,0.031,0,3.5,0.017,0.2,8.7,0.5,13.9,17.4,0.072,0.7,45.9
305,305,brown rice cooked,218,1.6,0.3,0.6,0.6,45.8,0.7,4.5,3.5,0,0.086,142.3,0,0.2,0.007,0,0.016,2.6,0.6,0.3,0,0,0.074,0.071,19.5,0.2,1,85.8,1.8,150.2,154.1,0.093,1.2,75.9
307,307,white rice cooked,205,0.4,0.1,0.1,0.1,44.5,0.015,4.3,0.6,0,0.077,108.1,0,0.3,0.073,0,0.009,2.3,0.6,0.1,0,0,0.031,0,15.8,0.1,1.9,19,0.7,67.9,55.3,0.059,0.8,67.5
309,309,white rice raw,675,1.2,0.3,0.4,0.3,147.9,0.2,13.2,2.4,0,0.081,21.5,0,1.1,0.4,0,0.091,7.8,1.9,0.3,0,0,0.2,0.080,51.8,0.4,8,46.3,2,212.8,212.8,0.057,2,224.5
311,311,cheshire cheese,110,8.7,5.5,2.5,0.2,1.4,0,6.6,0,29.1,0.2,10.7,0.004,0.082,0.074,0.071,0.099,0.071,0.1,0.075,0,0,0,0,182,0.035,0.005,5.9,0.020,131.3,26.9,0.006,0.8,198.767
312,312,monterey cheese,421,34.2,21.5,9.9,1,0.8,0.6,27.7,0,100.6,0.7,46.3,0.2,0.068,0.002,0.022,0.4,0.1,0.2,0.072,0,0.089,0.3,0.036,843,0.019,0.8,30.5,0.061,501.7,91.5,0.021,3.4,906.7
313,313,edam cheese,107,8.3,5.6,2.4,0.2,0.4,0,7.5,0,26.7,0.3,12.5,0.030,0.080,0.048,0.086,0.1,0.004,0.029,0.014,0,0.055,0.030,0.084,219.3,0.072,0.1,9,0.080,160.8,56.4,0.028,1.1,235.628
314,314,fontina cheese,420,33.6,20.7,9.4,1.8,1.7,1.7,27.6,0,125.3,0.9,41,0.3,0.018,0.100,0.044,0.2,0.2,0.5,0.072,0,0.044,0.3,0.021,594,0.087,0.2,15.1,0.030,373.7,69.1,0.052,3.8,657.4
315,315,monterey cheese low fat,350,24.4,15.9,6.4,0.9,0.8,0.6,31.9,0,73.5,0.6,52,0.2,0.040,0.049,0.007,0.4,0.1,0,0.077,0,0.002,0.2,0.074,796.7,0.089,0.8,30.5,0,501.7,91.5,0.030,3.4,854.8
316,316,colby cheese,445,36.3,22.8,10.5,1.1,2.9,0.6,26.8,0,107.4,0.7,43.2,0.3,0.029,0.071,0.089,0.4,0.1,0.2,0.084,0,0.053,0.3,0.073,774.1,0.047,0.9,29.4,0.010,516.4,143.5,0.023,3.5,841.3
317,317,american cheese,93,7.9,4.5,2.1,0.3,0.9,0.6,4.5,0,25,0.4,9.9,0.036,0.064,0.069,0.012,0.068,0.023,0.1,0.060,0,0.007,0.2,0.093,261.3,0.034,0.2,6.5,0.086,160.3,33,0.014,0.6,274.886
318,318,blue cheese,106,8.6,5.6,2.3,0.2,0.7,0.2,6.4,0,22.5,0.3,12.7,0.018,0.008,0.030,0.011,0.1,0.3,0.5,0.015,0,0.087,0.090,0.047,158.4,0.004,0.063,6.9,0.054,116.1,76.8,0.035,0.8,174.154
